Unnamed: 0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
R1,5.278565471226021,5.145684877276326,5.237087214225233,5.18996138996139,5.1520190023752965,5.2411408815903195,5.314262023217247,5.332223147377186,5.220551378446116,5.078481012658228
R2,2.0836012861736335,2.0297176820208023,1.9825174825174825,2.0,2.009248554913295,1.9773828756058158,1.9829351535836177,1.9896729776247848,1.951534733441034,1.977818853974122
R3,1.0008841732979663,0.9942028985507246,0.9963898916967509,0.9972875226039783,1.0052956751985878,0.989237668161435,0.9964125560538116,0.9856184084372004,0.9658536585365853,0.9933837429111532
R4,7.311965811965812,5.405405405405405,5.082191780821918,4.957943925233645,5.115979381443299,4.96309963099631,5.04739336492891,4.9773139745916515,5.0088888888888885,4.974747474747475
R5,9.05513784461153,9.021496815286625,8.976112026359143,9.058823529411764,9.034055727554179,8.99096880131363,8.939899833055092,9.193284193284192,8.870161290322581,8.948844884488448
R6,4.228782287822878,4.4721189591078065,4.721094439541042,4.909090909090909,5.0,4.46390760346487,4.7605760576057605,4.6394366197183095,4.908362989323844,4.586431226765799
R7,4.311046511627907,3.0283553875236295,3.016885553470919,2.971394517282479,3.0025884383088868,2.971014492753623,2.986388384754991,2.9876543209876543,2.956442831215971,2.981688708036623
R8,-3.8746438746438745,-3.8947368421052633,-3.8078817733990147,-3.9262187088274043,-3.8751625487646293,-3.822714681440443,-3.798675496688742,-3.7155555555555555,-3.763819095477387,-3.6834094368340944
R9,5.259668508287293,3.7946837763519707,3.7261261261261263,3.6276497695852536,3.709090909090909,3.6684491978609626,3.6786703601108033,3.613145539906103,3.539285714285714,3.6768802228412256
R10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R11,11.227272727272727,10.402072538860104,9.758241758241759,10.216867469879517,10.109289617486338,10.780434782608696,11.28,11.523711340206185,13.598853868194842,10.420021762785636
Y1,3.3247422680412373,2.9357351509250242,2.9879396984924624,2.897727272727273,2.939664804469274,2.9908256880733943,2.8854718981972427,2.895127118644068,2.8404850746268657,2.9065238558909443
Y2,10.458265139116204,10.835322195704057,10.913751017087062,10.989230769230769,10.999161777032691,10.79126213592233,10.741763134461264,11.143939393939394,10.644694533762058,10.79715864246251
Y3,7.376344086021505,7.545922746781116,7.634534786253143,7.546225614927905,7.481540930979134,7.650990099009901,7.394671107410491,7.278565471226021,7.316935483870968,7.491085899513776
Y4,10.597520661157025,6.325641025641025,6.519927536231884,6.729014598540146,6.5408631772268135,6.501374885426214,6.7517006802721085,6.539083557951482,6.319298245614035,6.656093489148581
Y5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y6,5.353389830508474,5.53556827473426,5.863793103448276,5.822384428223844,5.703924914675768,5.837285363859362,5.759275237273512,5.781818181818182,5.712692967409948,5.868229587712207
Y7,3.830875122910521,4.142578125,4.125,4.184829991281604,4.097928436911488,4.089971883786316,4.017905102954342,4.082266910420476,3.9586077140169333,4.001724137931035
Y8,4.941916747337851,4.956521739130435,5.088357588357589,5.109561752988048,5.08008008008008,5.155367231638418,4.860557768924303,4.91014799154334,4.985835694050992,4.99031007751938
Y9,7.6846473029045645,7.067945643485212,6.9992012779552715,7.079931972789115,7.104453441295546,7.221231766612642,7.1705029838022165,6.99504132231405,7.005132591958939,7.233250620347395
Y10,6.905042016806723,7.1501597444089455,6.93192868719611,7.231066460587326,7.09006734006734,6.935303514376997,7.0,6.965714285714285,6.973221757322175,7.180445151033386
Y11,8.165013525698829,8.420569329660239,8.49443413729128,8.948398576512455,8.093321134492223,8.478183437221727,8.901563937442502,8.470323741007194,8.461121157323689,8.456063268892795
G1,8.138486312399356,8.204953031596926,8.323840520748575,8.15128205128205,8.239057239057239,8.408900083963056,8.409739714525609,8.263422818791947,8.208471760797343,8.190517241379311
G2,7.867820613690008,7.7900414937759335,8.48569218870843,8.537854889589905,8.768562401263823,8.547805642633229,8.584394904458598,8.475039001560063,8.416602613374327,8.36858721389108
G3,9.47136563876652,6.764084507042254,6.934221482098251,7.278284671532846,7.225604297224709,6.961259079903147,6.868288590604027,6.7174780526735836,6.989208633093525,6.735915492957746
G4,3.613382899628253,3.723158828748891,3.577358490566038,3.496663489037178,3.5043327556325825,3.553587245349867,3.5436982520699174,3.6403100775193797,3.528068506184586,3.6707202993451826
G5,1.6648451730418943,1.7224264705882353,1.7334630350194553,1.765352887259395,1.532846715328467,1.658273381294964,1.5175688509021843,1.7788539144471347,1.3464419475655431,1.526261585993821
G6,1.0727816550348954,0.9819905213270143,0.9935543278084714,0.9935245143385754,0.9750542299349241,0.9935897435897436,0.9883720930232558,0.9878787878787879,0.9627151051625239,0.9909547738693467
G7,7.463533225283631,4.974160206718346,5.0,4.991266375545852,4.9916805324459235,4.83197093551317,4.872217642209399,5.008077544426494,4.898499558693733,4.938107869142352
G8,8.040192926045016,7.803252032520326,7.926359832635983,8.14353312302839,8.120263591433279,8.064976228209192,7.907083015993907,7.987301587301587,7.867498051441933,7.975629569455727
G9,6.598270440251572,6.618073316283035,6.574521232306411,6.481869460112812,6.723300970873787,6.595315024232633,6.707654723127036,6.5451586655817735,6.5496,6.636444444444445
G10,5.172881355932203,4.659574468085107,4.651749389747763,4.670166229221348,4.784937238493724,4.615384615384615,4.666092943201377,4.649122807017544,4.5975409836065575,4.5501285347043705
