Unnamed: 0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
R1,5.2913117546848385,5.117647058823529,5.240270727580373,5.1923076923076925,5.1640625,5.1625874125874125,5.340033500837521,5.289430894308943,5.238095238095238,5.057793345008757
R2,2.0858085808580857,2.0344827586206895,1.9857142857142858,2.010752688172043,2.0136674259681095,1.9621451104100947,1.9792387543252594,1.9735099337748345,1.9661016949152543,1.968503937007874
R3,0.998272884283247,1.0060362173038229,0.9963768115942029,0.9892280071813285,1.0053285968028418,0.9859402460456942,0.9946902654867257,0.977859778597786,0.9686888454011742,1.0018416206261511
R4,7.27112676056338,5.296846011131725,5.036231884057971,4.9633699633699635,5.11986301369863,4.981343283582089,5.142314990512334,4.909747292418772,4.981549815498155,4.990403071017274
R5,9.025906735751295,9.089285714285714,9.067901234567902,9.1,8.993690851735016,9.071917808219178,8.90417310664606,9.12171052631579,8.811232449297972,9.01317957166392
R6,4.170172084130019,4.293893129770993,4.566101694915254,5.051236749116608,5.129952456418383,4.549090909090909,4.870337477797514,4.6916058394160585,5.009174311926605,4.667931688804554
R7,4.37593984962406,3.0519230769230767,3.0332103321033212,2.964200477326969,3.0102214650766608,2.9717514124293785,3.0056603773584905,2.987878787878788,2.9732620320855614,2.9691358024691357
R8,-3.8974358974358974,-3.8609625668449197,-3.828877005347594,-3.9395465994962215,-3.8503740648379052,-3.8217270194986073,-3.7777777777777777,-3.7876106194690267,-3.703324808184143,-3.6676557863501484
R9,5.007575757575758,3.8146167557932262,3.6859813084112147,3.544592030360531,3.79136690647482,3.6231884057971016,3.6872727272727275,3.5330739299610894,3.5379061371841156,3.6964980544747084
R10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R11,11.30232558139535,10.155844155844155,9.446280991735538,9.799599198396793,10.060714285714285,10.810126582278482,11.116935483870968,11.5375,13.535714285714286,9.874730021598273
Y1,3.354378818737271,2.8924302788844622,3.0,2.933184855233853,2.961206896551724,2.98159509202454,2.9066666666666667,2.9498956158663883,2.8975332068311195,2.91699604743083
Y2,10.510033444816054,10.715610510046368,10.971291866028707,10.924615384615384,10.941471571906355,10.953821656050955,10.802158273381295,11.188356164383562,10.771875,10.70257966616085
Y3,7.475040257648954,7.722602739726027,7.578859060402684,7.49238578680203,7.316225165562914,7.661157024793388,7.365131578947368,7.176666666666667,7.335889570552148,7.440322580645161
Y4,10.67736757624398,6.436974789915967,6.693284936479129,6.708884688090738,6.7242026266416515,6.613138686131387,6.671717171717172,6.559121621621622,6.352542372881356,6.559934318555008
Y5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y6,5.466338259441708,5.602310231023102,5.875886524822695,5.791118421052632,5.6833910034602075,5.818181818181818,5.6812609457092815,5.754019292604502,5.75304347826087,5.893548387096774
Y7,3.815686274509804,4.141791044776119,4.146067415730337,4.232974910394265,4.022514071294559,4.0366300366300365,3.9568345323741005,4.119850187265918,4.018214936247723,3.992619926199262
Y8,4.895635673624288,5.095969289827256,5.0606060606060606,5.02906976744186,5.038986354775829,5.19811320754717,4.833333333333333,4.969072164948454,4.933078393881453,5.0910931174089065
Y9,7.75,7.181364392678868,6.990769230769231,7.186900958466453,7.04297520661157,7.268976897689769,7.125850340136054,6.842948717948718,7.0472027972027975,7.253125
