Unnamed: 0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11
G8,3.9262672811059907,-1.6710526315789473,3.312169312169312,3.5412371134020617,7.277511961722488,2.196969696969697,1.5738396624472575,1.784037558685446,1.4234234234234233,2.16289592760181,4.9908675799086755,7.651162790697675,9.407766990291263,4.932735426008969,0.8794642857142857,0.8349056603773585,3.126637554585153,-0.5204081632653061,0.8676470588235294,5.901477832512315,5.645933014354067,2.09,6.456310679611651,8.054726368159203,3.773399014778325,-1.402116402116402,1.849740932642487,4.119791666666667,1.300469483568075,3.099640933572711,4.643564356435643,2.643192488262911,8.827906976744186,2.634259259259259,1.6396396396396395,0.18592964824120603,1.066326530612245,3.5485436893203883,0.07537688442211055,2.733009708737864,1.9907834101382489,2.1264367816091956,1.4923857868020305,4.010810810810811
G9,3.548076923076923,-1.9285714285714286,1.8112244897959184,0.046153846153846156,7.078431372549019,0.14354066985645933,-0.33796296296296297,-0.4973544973544973,-1.3944954128440368,-0.4973821989528796,6.9109947643979055,5.576744186046511,8.56338028169014,3.1283185840707963,-0.7477477477477478,-0.05102040816326531,2.7445887445887447,-0.025510204081632654,-1.4193548387096775,2.0486486486486486,1.6130434782608696,1.4313725490196079,2.3799126637554586,6.627358490566038,2.3878504672897196,-1.3556701030927836,-0.9594594594594594,3.456221198156682,-0.9264705882352942,4.643564356435643,1.4716471647164717,2.0748898678414096,5.8023255813953485,-1.2673267326732673,0.7702702702702703,-0.4213197969543147,-1.2155172413793103,1.3743589743589744,-0.357487922705314,0.5520833333333334,-0.16666666666666666,1.175609756097561,0.38349514563106796,0.6594594594594595
G10,-0.06763285024154589,-0.38095238095238093,0.7971014492753623,-0.22842639593908629,4.618604651162791,-2.452830188679245,0.4801980198019802,-1.0913461538461537,-3.329004329004329,0.037914691943127965,4.978540772532189,5.353535353535354,5.36150234741784,2.568075117370892,-0.9957264957264957,-3.8056872037914693,1.8125,-2.6901408450704225,-2.977272727272727,0.9852216748768473,1.70935960591133,1.311881188118812,1.5,3.497584541062802,1.3626943005181347,-3.235294117647059,-2.308457711442786,2.490740740740741,-1.0334928229665072,2.643192488262911,2.0748898678414096,-0.0044286979627989375,4.447916666666667,-2.2920353982300883,-2.0136363636363637,-3.226244343891403,-4.305555555555555,-0.9901477832512315,-3.8883495145631066,-0.827433628318584,-0.4900990099009901,-1.035897435897436,-3.12807881773399,-0.7382198952879581
G11,5.6479591836734695,3.9113300492610836,6.352941176470588,2.4545454545454546,9.188481675392671,1.9761904761904763,3.371287128712871,2.3351648351648353,0.7098445595854922,4.044334975369458,13.88679245283019,5.041237113402062,10.824324324324325,5.674311926605505,4.15,3.823529411764706,4.090909090909091,1.7924528301886793,1.4060913705583757,6.191709844559585,6.639810426540285,5.427083333333333,6.891089108910891,7.367647058823529,6.5545023696682465,2.319371727748691,4.18,6.614906832298137,2.6683417085427137,8.827906976744186,5.8023255813953485,4.447916666666667,4.6685499058380415,2.372448979591837,2.192513368983957,2.0271493212669682,0.9657142857142857,4.949720670391062,2.804232804232804,4.221674876847291,4.9908675799086755,3.5402298850574714,1.6479591836734695,4.348958333333333
B1,-0.9216589861751152,-3.9594594594594597,-0.10762331838565023,-2.3009708737864076,1.8198198198198199,-2.6863636363636365,-2.2542372881355934,-4.57,-4.609090909090909,-1.0454545454545454,1.3609756097560977,0.9820627802690582,4.0,0.41836734693877553,-2.2266666666666666,-2.8866995073891624,0.7298578199052133,-4.560846560846561,-4.145,-0.7024390243902439,2.259259259259259,-2.6,-0.8388625592417062,1.759493670886076,-0.6766169154228856,-5.355329949238579,-4.2318181818181815,-1.2281553398058251,-3.396039603960396,2.634259259259259,-1.2673267326732673,-2.2920353982300883,2.372448979591837,-1.53568281938326,-4.073913043478261,-3.718918918918919,-3.6809523809523808,-0.5410628019323671,-3.2142857142857144,-4.074766355140187,-1.3933649289099526,-1.0048309178743962,-4.2272727272727275,-0.5583756345177665
B2,-1.1990521327014219,-2.8947368421052633,-1.2162162162162162,-1.7162162162162162,3.23943661971831,-1.698019801980198,-2.7024793388429753,-2.1463414634146343,-3.143478260869565,-2.7535545023696684,1.4362745098039216,0.5654205607476636,3.005,1.1042654028436019,-2.468,-3.293838862559242,-0.2358974358974359,-2.7422680412371134,-3.685,0.2602040816326531,0.8251121076233184,-0.34684684684684686,2.376190476190476,2.8826291079812205,0.0,-4.253968253968254,-2.289617486338798,-0.3755656108597285,-1.088785046728972,1.6396396396396395,0.7702702702702703,-2.0136363636363637,2.192513368983957,-4.073913043478261,-0.9702015775635408,-3.0,-4.207207207207207,-0.4880382775119617,-3.29064039408867,-1.3943661971830985,0.10909090909090909,0.059113300492610835,-2.251207729468599,-0.2706422018348624
B3,-1.5294117647058822,-4.81151832460733,-0.21658986175115208,-1.2097560975609756,2.5734597156398102,-3.299019607843137,-4.951219512195122,-4.009661835748792,-3.7881773399014778,-1.5951219512195123,2.837962962962963,3.1889400921658986,4.620689655172414,0.25773195876288657,-4.300518134715026,-4.197115384615385,-1.1794871794871795,-5.618357487922705,-4.247663551401869,-0.986046511627907,0.06030150753768844,-4.26,1.1972477064220184,0.8720379146919431,-2.1714285714285713,-4.995073891625616,-2.351219512195122,0.463768115942029,-3.960591133004926,0.18592964824120603,-0.4213197969543147,-3.226244343891403,2.0271493212669682,-3.718918918918919,-3.0,-1.8265213442325159,-4.778947368421052,-0.5778894472361809,-2.9210526315789473,-3.600985221674877,-3.7916666666666665,-0.6402116402116402,-4.463541666666667,-3.608040201005025
B4,-3.7142857142857144,-4.6968325791855206,-1.102803738317757,-2.8186528497409324,1.4697674418604652,-4.825,-4.1826484018264845,-4.472636815920398,-4.146341463414634,-3.8059701492537314,2.1132075471698113,2.853080568720379,2.18407960199005,-0.6919642857142857,-3.188888888888889,-4.367149758454106,-2.4285714285714284,-6.018779342723005,-6.227906976744186,-0.4635416666666667,-1.9392265193370166,-2.730769230769231,-1.0765957446808512,2.1531914893617023,-3.5396825396825395,-5.8994708994708995,-4.610837438423645,-0.7192118226600985,-4.252525252525253,1.066326530612245,-1.2155172413793103,-4.305555555555555,0.9657142857142857,-3.6809523809523808,-4.207207207207207,-4.778947368421052,-2.5849227974568576,-1.8810810810810812,-5.607843137254902,-2.958974358974359,-3.0184331797235022,-3.195767195767196,-6.068292682926829,-1.9104477611940298
B5,1.7150537634408602,-1.6852791878172588,-0.6275510204081632,0.495,5.995238095238095,-1.675531914893617,-0.28846153846153844,-0.3146067415730337,-0.5591397849462365,2.0497512437810945,5.4714285714285715,5.890995260663507,7.876923076923077,1.7421052631578948,0.11013215859030837,-1.5287958115183247,2.943589743589744,-1.622340425531915,-1.6605504587155964,2.115606936416185,2.8529411764705883,1.1375661375661377,2.3047619047619046,6.91578947368421,2.1088082901554404,-0.3106796116504854,0.8578947368421053,1.9402985074626866,-0.90625,3.5485436893203883,1.3743589743589744,-0.9901477832512315,4.949720670391062,-0.5410628019323671,-0.4880382775119617,-0.5778894472361809,-1.8810810810810812,1.3036053130929792,-1.309278350515464,2.2044198895027622,0.7150259067357513,1.3705882352941177,1.6117021276595744,2.425
B6,-1.2180094786729858,-5.34433962264151,-1.7098445595854923,-2.441747572815534,0.9809523809523809,-4.776744186046511,-4.455,-2.2755102040816326,-4.253521126760563,-3.2523809523809524,4.053398058252427,2.3137254901960786,2.5410628019323673,1.0147058823529411,-4.070422535211268,-4.086580086580087,-0.6742081447963801,-6.223880597014926,-4.465686274509804,-1.1935483870967742,0.8106796116504854,-2.2408376963350785,-0.33507853403141363,1.441747572815534,-1.9230769230769231,-4.9308755760368665,-1.6615384615384616,-0.8935185185185185,-2.457286432160804,0.07537688442211055,-0.357487922705314,-3.8883495145631066,2.804232804232804,-3.2142857142857144,-3.29064039408867,-2.9210526315789473,-5.607843137254902,-1.309278350515464,-2.0045495905368518,-3.5645933014354068,-2.9896907216494846,-1.1472081218274113,-5.068292682926829,-2.802139037433155
